"label","text"
"legitimate","Subject: Welcome aboard

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Jamie Brown"
"phishing","Account holder, your account has been suspended. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: forgot password preferences

Support Desk,
Cameron Garcia"
"legitimate","Subject: Workshop recap

Thanks for attending the workshop. Here are links to references and the slide deck.

Thanks for reviewing the document.

Best,
Cameron Garcia"
"legitimate","Subject: Weekly status report

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Casey Kim"
"phishing","Hello, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: expires today, 24 hours, limited offer

Security Team,
Avery Khan"
"legitimate","Subject: Project update

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Thanks for reviewing the document.

Best,
Alex Lee"
"legitimate","Subject: Onboarding checklist

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Sam Garcia"
"phishing","Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: pin, recovery key, access code, verification code, two factor

Regards,
Riley Lee"
"legitimate","Subject: Lab booking confirmation

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Jamie Patel"
"legitimate","Subject: Meeting follow-up

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Feel free to add notes before we meet.

Best,
Avery Lee"
"legitimate","Subject: Team lunch planning

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Feel free to add notes before we meet.

Best,
Taylor Wong"
"phishing","Notice, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: limited time, act fast, rush

Regards,
Alex Patel"
"legitimate","Subject: Budget planning

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Jamie Nguyen"
"legitimate","Subject: Code review summary

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Thanks for reviewing the document.

Best,
Morgan Wong"
"legitimate","Subject: Welcome aboard

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Cameron Wong"
"phishing","Hello, final warning. Failure to respond will restrict your account. Immediate action is required to avoid penalty. Your case will be referred to prosecution if unresolved.

Keywords: block violation default warrant

Security Team,
Jordan Nguyen"
"phishing","Attention, congratulations! You are the selected recipient of a prize. To redeem your payment of $10,000, please provide your account number to process the sum. This deal is available today only.

Keywords: help me 10,000 bitcoin

Support Desk,
Morgan Garcia"
"phishing","Attention, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: sensitive, spread, download, system generated, notification, classified

Security Team,
Cameron Patel"
"phishing","Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: network admin, repair, customer service, antivirus

Support Desk,
Avery Khan"
"legitimate","Subject: Training session notes

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Cameron Brown"
"phishing","Dear user, congratulations! You are the selected recipient of a reward. To collect your payment of ₹80,000, please provide your routing number to process the total. This deal is available today only.

Keywords: offer deal sum profit sweepstakes

Risk Operations,
Cameron Patel"
"legitimate","Subject: Research discussion

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Casey Kim"
"phishing","Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: conference, oil rig, we met, we talked

Security Team,
Taylor Brown"
"legitimate","Subject: Weekly status report

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Feel free to add notes before we meet.

Best,
Jamie Singh"
"phishing","Dear user, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: prosecution limit lawsuit legal action

Account Services,
Sam Wong"
"legitimate","Subject: Invoice confirmation

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Casey Wong"
"legitimate","Subject: Performance feedback

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

I'll share the slides later today.

Best,
Casey Wong"
"phishing","Dear user, we detected unusual activity on your account. To authenticate access, please validate your information. Your account may be locked until you recover it.

Keywords: confirm breach deactivated unusual activity

Security Team,
Riley Singh"
"legitimate","Subject: Networking event details

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Jordan Garcia"
"phishing","Notice, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: medical conference, personal story, payment verification, unusual, sudden emergency

Sincerely,
Morgan Khan"
"phishing","Dear customer, your profile has been locked. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: activation code 2fa

Support Desk,
Cameron Singh"
"phishing","Dear customer, this is the attorney accounts team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: customs norton account fbi ceo

Sincerely,
Sam Wong"
"phishing","Dear customer, final warning. Failure to respond will restrict your account. Immediate action is required to avoid fine. Your case will be referred to the judge if unresolved.

Keywords: penalty delete arrest court

IT Desk,
Sam Kim"
"phishing","Hello, this is the administration compliance team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: customs hr

Risk Operations,
Morgan Patel"
"phishing","Dear customer, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: ends soon, quick, expires soon

Support Desk,
Casey Wong"
"phishing","Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: attachment, share, alert, delete after reading, spread

Account Services,
Alex Lee"
"legitimate","Subject: Invoice confirmation

Sharing the revised documentation with examples. The new endpoints are described in section two.

Appreciate your feedback on this draft.

Best,
Casey Brown"
"legitimate","Subject: Onboarding checklist

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Thanks for reviewing the document.

Best,
Taylor Khan"
"legitimate","Subject: Weekly status report

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Jordan Martinez"
"phishing","Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: single, business trip, afghanistan, we talked

Regards,
Riley Nguyen"
"legitimate","Subject: Onboarding checklist

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Let me know if the timing works for you.

Best,
Jamie Khan"
"legitimate","Subject: Quarterly roadmap

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Jordan Wong"
"legitimate","Subject: Welcome aboard

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Avery Martinez"
"legitimate","Subject: Training session notes

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Alex Garcia"
"phishing","Dear user, your account has been suspended. Use the secure link to reset password and restore access. Enter your username and password to continue.

Keywords: log in passcode

Security Team,
Jordan Kim"
"legitimate","Subject: Code review summary

Thanks for your help on the analysis. I've pushed the changes and left comments in the PR for clarity.

Let me know if the timing works for you.

Best,
Riley Wong"
"phishing","Hi there, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: widower, replacement cards, sincere

Sincerely,
Jordan Martinez"
"phishing","Dear user, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: ran into, replacement cards, remembered you mentioning, we talked about, personal story, hotel asking

Security Team,
Morgan Singh"
"legitimate","Subject: Networking event details

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Taylor Martinez"
"legitimate","Subject: Documentation review

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Thanks for reviewing the document.

Best,
Taylor Martinez"
"legitimate","Subject: Classroom logistics

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Morgan Brown"
"legitimate","Subject: Onboarding checklist

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Morgan Martinez"
"phishing","Hi there, we detected unusual activity on your account. To verify access, please confirm your information. Your account may be temporarily on hold until you reactivate it.

Keywords: confirm breach frozen fraud alert

IT Desk,
Jordan Patel"
"legitimate","Subject: Documentation review

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

I'll share the slides later today.

Best,
Casey Nguyen"
"legitimate","Subject: Onboarding checklist

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Sam Wong"
"legitimate","Subject: Team lunch planning

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Thanks for reviewing the document.

Best,
Morgan Kim"
"legitimate","Subject: Networking event details

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Let me know if the timing works for you.

Best,
Casey Wong"
"legitimate","Subject: Research discussion

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Sam Lee"
"phishing","Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: trojan, network, malware, customer service

Regards,
Alex Martinez"
"legitimate","Subject: Research discussion

Thanks for attending the workshop. Here are links to references and the slide deck.

Thanks for reviewing the document.

Best,
Jordan Lee"
"phishing","Hi there, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: login, personal information, backup codes, password, passcode

Regards,
Cameron Patel"
"legitimate","Subject: Quarterly roadmap

Thanks for attending the workshop. Here are links to references and the slide deck.

Thanks for reviewing the document.

Best,
Jordan Brown"
"phishing","Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: charity gala, medical conference, widower, transfer back, businessman

IT Desk,
Jordan Garcia"
"phishing","Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: temporary loan, transfer back, unexpected situation

Sincerely,
Cameron Garcia"
"phishing","Attention, this is an expires today notice regarding your account. Your access will expire within 24 hours. To avoid interruption, act now. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: immediate expires soon final notice 48 hours

IT Desk,
Alex Garcia"
"legitimate","Subject: Research discussion

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Morgan Kim"
"phishing","Hello, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: charity gala, business trip, traveling, marry, traveler, cards

IT Desk,
Jordan Martinez"
"phishing","Attention, we detected unusual activity on your account. To restore access, please validate your information. Your account may be restricted until you reactivate it.

Keywords: deactivated blocked expired

Regards,
Morgan Wong"
"legitimate","Subject: Research discussion

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

I'll share the slides later today.

Best,
Riley Nguyen"
"legitimate","Subject: Lab booking confirmation

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Appreciate your feedback on this draft.

Best,
Avery Kim"
"legitimate","Subject: Meeting follow-up

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Alex Singh"
"legitimate","Subject: Weekly status report

Thanks for your help on the analysis. I've pushed the changes and added comments in the PR for clarity.

Feel free to add notes before we meet.

Best,
Alex Brown"
"phishing","Hello, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: alert, do not reply, classified

Support Desk,
Taylor Wong"
"phishing","Dear customer, this is an now notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is time sensitive and expires midnight. Follow the instructions now.

Keywords: expires soon act fast immediate act now

IT Desk,
Riley Martinez"
"legitimate","Subject: Invoice confirmation

Thanks for attending the workshop. Here are the links to references and the slide deck.

I'll share the slides later today.

Best,
Taylor Wong"
"phishing","Attention, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: medical conference, transfer back, hotel

IT Desk,
Sam Nguyen"
"legitimate","Subject: Budget planning

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Jamie Lee"
"legitimate","Subject: Meeting follow-up

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Feel free to add notes before we meet.

Best,
Taylor Singh"
"legitimate","Subject: Office maintenance

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Avery Kim"
"legitimate","Subject: Schedule confirmation

Good morning, the updated agenda for next week is included below. Please check your tasks and add comments.

Feel free to add notes before we meet.

Best,
Sam Patel"
"phishing","Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: limited time, instantly, while supplies last, expires, quick

Compliance Team,
Sam Khan"
"legitimate","Subject: Classroom logistics

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Jordan Khan"
"legitimate","Subject: Weekly status report

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Casey Garcia"
"phishing","Hi there, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: quick, expires, don't wait, expires today, time sensitive

IT Desk,
Alex Wong"
"legitimate","Subject: Research discussion

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Let me know if the timing works for you.

Best,
Alex Brown"
"legitimate","Subject: Office maintenance

Sharing the revised documentation with examples. The new endpoints are described in section two.

Feel free to add notes before we meet.

Best,
Taylor Patel"
"phishing","Attention, we detected a security alert on your account. To restore access, please update your information. Your account may be restricted until you reactivate it.

Keywords: validate verify account closed temporary hold

IT Desk,
Avery Singh"
"legitimate","Subject: Documentation review

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

I'll share the slides later today.

Best,
Sam Patel"
"phishing","Dear customer, congratulations! You are the selected recipient of a reward. To claim your payment of ₹80,000, please provide your routing number to process the total. This deal is limited time.

Keywords: price money

Security Team,
Riley Kim"
"phishing","Notice, this is the apple security team. There are security violations on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a suspension.

Keywords: agency federal adobe bank of america president

Compliance Team,
Alex Nguyen"
"phishing","Attention, final warning. Failure to respond will block your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Keywords: forfeit terminate judge hold

Sincerely,
Alex Martinez"
"legitimate","Subject: Budget planning

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

Thanks for reviewing the document.

Best,
Morgan Wong"
"phishing","Dear user, this is the apple compliance team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a hold.

Keywords: account zoom

Compliance Team,
Morgan Brown"
"legitimate","Subject: Classroom logistics

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides for review.

Thanks for reviewing the document.

Best,
Morgan Patel"
"phishing","Attention, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: patch, troubleshoot, support team

Sincerely,
Jamie Kim"
"phishing","Dear customer, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: confidential, no-reply, download, install, visit

Sincerely,
Taylor Brown"
"legitimate","Subject: Research discussion

Sharing the revised documentation with examples. The endpoints are described in section two.

I'll share the slides later today.

Best,
Taylor Khan"
"legitimate","Subject: Quarterly roadmap

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Appreciate your feedback on this draft.

Best,
Jamie Patel"
"legitimate","Subject: Onboarding checklist

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Let me know if the timing works for you.

Best,
Riley Lee"
"legitimate","Subject: Project update

Thanks for attending the workshop. Here are links to references and the slide deck.

Let me know if the timing works for you.

Best,
Sam Patel"
"legitimate","Subject: Meeting follow-up

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Jamie Brown"
"phishing","Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: hotel asking, extend stay, emergency loan, stranded traveler

Support Desk,
Jordan Khan"
"phishing","Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: tech support, problem, network admin

Security Team,
Jamie Singh"
"phishing","Hello, your account has been restricted. Use the secure link to reset password and restore access. Enter your verification code to continue.

Keywords: activation code passcode two factor update password

Security Team,
Riley Singh"
"phishing","Dear user, final warning. Failure to respond will seize your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: subpoena lawsuit default arrest

Account Services,
Avery Nguyen"
"phishing","Notice, your login has been locked. Use the secure link to update password and restore access. Enter your 2FA code to continue.

Keywords: security question account

Support Desk,
Sam Brown"
"phishing","Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: access code, login, signin, personal information, update password

Security Team,
Casey Nguyen"
"legitimate","Subject: Quarterly roadmap

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Thanks for reviewing the document.

Best,
Taylor Nguyen"
"phishing","Account holder, congratulations! You are the selected recipient of a refund. To claim your gift of $10,000, please provide your routing number to process the sum. This deal is available today only.

Keywords: free credit card need help sale

Security Team,
Riley Patel"
"phishing","Attention, we detected a login attempt on your account. To verify access, please confirm your information. Your account may be temporarily on hold until you reactivate it.

Keywords: fraud alert suspend suspicious activity restricted compromised

Account Services,
Avery Patel"
"legitimate","Subject: Conference registration

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

Feel free to add notes before we meet.

Best,
Jamie Kim"
"phishing","Notice, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: repair, server, issue, problem, security software

Support Desk,
Jordan Nguyen"
"legitimate","Subject: Quarterly roadmap

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Jordan Lee"
"phishing","Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: sincere, genuine, immediately, hospital, widow

Compliance Team,
Jordan Kim"
"phishing","Hello, final warning. Failure to respond will terminate your account. Immediate action is required to avoid penalty. Your case will be referred to court if unresolved.

Keywords: immediate action cease

Support Desk,
Jamie Patel"
"legitimate","Subject: Research discussion

Good morning, the updated agenda for next week is included below. Please check your items and add comments.

Appreciate your feedback on this draft.

Best,
Jamie Brown"
"phishing","Hello, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: recovery key, access code, username, log in, security question

Account Services,
Taylor Singh"
"phishing","Hello, your account has been locked. Use the secure link to update password and restore access. Enter your username and password to continue.

Keywords: change password preferences verification code forgot password log in

Security Team,
Taylor Brown"
"phishing","Hello, final warning. Failure to respond will block your account. Immediate action is required to avoid fine. Your case will be referred to prosecution if unresolved.

Keywords: restrict judge

Compliance Team,
Morgan Khan"
"phishing","Notice, we detected unusual activity on your account. To authenticate access, please confirm your information. Your account may be restricted until you recover it.

Keywords: confirm security access denied

Regards,
Sam Brown"
"legitimate","Subject: Networking event details

Attaching the draft proposal. Feedback by Friday would be appreciated so we can finalize for the client.

Let me know if the timing works for you.

Best,
Sam Garcia"
"legitimate","Subject: Schedule confirmation

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Jordan Garcia"
"phishing","Hi there, this is the apple compliance team. There are security violations on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: chairman adobe chase social security linkedin

Support Desk,
Jordan Khan"
"legitimate","Subject: Meeting follow-up

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Appreciate your feedback on this draft.

Best,
Casey Wong"
"legitimate","Subject: Onboarding checklist

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Avery Singh"
"phishing","Notice, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: forward, spread, tell friends, delete after reading

Support Desk,
Riley Martinez"
"legitimate","Subject: Documentation review

Quick reminder about the training session tomorrow. The materials are in the shared drive.

Feel free to add notes before we meet.

Best,
Jamie Kim"
"phishing","Attention, this is an urgent notice regarding your account. Your access will expire soon. To avoid interruption, act now and follow the instructions immediately. This is time sensitive and ends soon.

Keywords: while supplies last, final notice, now, expires soon, asap, hurry

Regards,
Cameron Wong"
"legitimate","Subject: Conference registration

Hi team, sharing the latest notes from today's sync. Next steps are attached in the document. Let me know your thoughts.

Thanks for reviewing the document.

Best,
Alex Martinez"
"phishing","Dear user, this is the security department security team. There are security concerns on your account. To remain in good standing, follow the confidential steps to review your account today. Failure to respond may result in a restriction.

Keywords: chase bank chairman apple paypal

Account Services,
Sam Brown"
"phishing","Dear user, this is the court accounts team. There are policy concerns on your account. To remain in good standing, follow the official steps to review your account today. Failure to respond may result in a restriction.

Keywords: apple visa chairman treasury federal

Account Services,
Casey Brown"
"legitimate","Subject: Project update

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Appreciate your feedback on this draft.

Best,
Riley Singh"
"phishing","Hello, I remembered you mentioning the children's hospital charity gala where we ran into each other. I'm a stranded traveler right now; the hotel is asking for payment verification to extend stay. If you could assist with an emergency loan, I can provide replacement cards soon—trust building is important to me.

Keywords: hotel asking, sudden emergency, trust building, might understand, understand these

Support Desk,
Sam Nguyen"
"phishing","Dear user, your account requires verification. To restore access, reset your password and enter your username, 2FA verification code, and recovery key.

Keywords: access code, authentication, pin, security code

IT Desk,
Casey Nguyen"
"phishing","Notice, we talked about meeting again after the conference. An unexpected situation came up during my business trip. My wallet was stolen at the hotel and payment verification failed. Could you help me with a temporary loan? I will transfer back next week.

Keywords: trust me, payment verification, help me, charity gala

Sincerely,
Jordan Lee"
"phishing","Hello, this is an expires midnight notice regarding your account. Your access will be limited within 24 hours. To avoid interruption, complete the form now. This offer is last chance and ends soon. Follow the instructions immediately.

Keywords: asap expire time sensitive don't wait immediate

Support Desk,
Jamie Khan"
"legitimate","Subject: Schedule confirmation

Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Morgan Martinez"
"legitimate","Subject: Meeting follow-up

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

Thanks for reviewing the document.

Best,
Riley Patel"
"legitimate","Subject: Documentation review

Thanks for attending the workshop. Here are links to references and the slide deck.

Appreciate your feedback on this draft.

Best,
Cameron Nguyen"
"phishing","Dear user, this is an urgent notice regarding your account. Your access will expire today. To avoid interruption, respond asap. This offer is time sensitive and expires midnight. Follow the instructions immediately.

Keywords: now limited time expire deadline rush

Support Desk,
Jordan Kim"
"legitimate","Subject: Meeting follow-up

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Appreciate your feedback on this draft.

Best,
Jamie Patel"
"phishing","Dear user, we detected a login attempt on your account. To restore access, please validate your information. Your account may be temporarily on hold until you recover it.

Keywords: breach identity theft hacked

Sincerely,
Jordan Martinez"
"phishing","Notice, your profile has been suspended. Use the secure link to reset password and restore access. Enter your username and password to continue.

Keywords: backup codes password

Compliance Team,
Taylor Kim"
"phishing","Dear user, your account has been locked. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: settings activation code signin preferences security settings

Sincerely,
Avery Nguyen"
"legitimate","Subject: Code review summary

Hi team, sharing notes from today's sync. Next steps are in the shared doc. Let me know your thoughts.

Let me know if the timing works for you.

Best,
Alex Kim"
"legitimate","Subject: Office maintenance

Sharing the revised documentation with examples. The endpoints are described in section two.

Let me know if the timing works for you.

Best,
Morgan Kim"
"phishing","Attention, final warning. Failure to respond will seize your account. Immediate action is required to avoid legal action. Your case will be referred to prosecution if unresolved.

Keywords: terminate action required fine jail delete

IT Desk,
Riley Kim"
"phishing","Hello, congratulations! You are the winner of a reward. To claim your payment of €5,000, please provide your credit card to process the amount. This deal is available today only.

Keywords: save lottery 10,000

Support Desk,
Cameron Singh"
"phishing","Account holder, your account has been restricted. Use the secure link to verify your username and restore access. Enter your 2FA code to continue.

Keywords: login signin authentication

Security Team,
Sam Lee"
"legitimate","Subject: Conference registration

Please find the minutes from our last meeting. Action items are listed at the end for convenience.

I'll share the slides later today.

Best,
Morgan Kim"
"phishing","Account holder, we detected unusual activity on your account. To authenticate access, please update your information. Your account may be restricted until you recover it.

Keywords: access denied temporary hold

IT Desk,
Jordan Khan"
"legitimate","Subject: Networking event details

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Feel free to add notes before we meet.

Best,
Sam Garcia"
"legitimate","Subject: Onboarding checklist

Hello, confirming our meeting on Thursday at 2 PM in the conference room. Please bring the draft slides.

Let me know if the timing works for you.

Best,
Riley Brown"
"phishing","Hi there, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: repair, tech support, error, spyware

Compliance Team,
Avery Patel"
"phishing","Attention, congratulations! You are the winner of a prize. To collect your gift of $1,200, please provide your account number to process the amount. This deal is available today only.

Keywords: cash million debit card account number winner

Sincerely,
Cameron Lee"
"legitimate","Subject: Welcome aboard

I booked the lab for next Wednesday. The calendar invite includes location and equipment details.

I'll share the slides later today.

Best,
Jordan Lee"
"phishing","Hello, the IT department detected a malware infection on your workstation. Run the antivirus scan and install the security patch from the provided link to fix the issue.

Keywords: ransomware, problem, technical support

IT Desk,
Jordan Martinez"
"legitimate","Subject: Budget planning

Quick reminder about the training session tomorrow. The materials are in the shared drive.

I'll share the slides later today.

Best,
Sam Brown"
"legitimate","Subject: Conference registration

Please find the minutes from our last meeting. Action items are listed at the end of the note for convenience.

I'll share the slides later today.

Best,
Casey Patel"
"phishing","Hi there, you have a new notification. Please click here to view the update. For your convenience, a link and attachment are included. Do not reply to this auto-generated message.

Keywords: no-reply, link, notice, attachment, do not reply

Account Services,
Jamie Patel"
"phishing","Hi there, final warning. Failure to respond will restrict your account. Immediate action is required to avoid legal action. Your case will be referred to court if unresolved.

Keywords: default breach

Compliance Team,
Taylor Singh"
"phishing","Notice, congratulations! You are the winner of a reward. To redeem your payment of $10,000, please provide your account number to process the sum. This deal is limited time.

Keywords: win account number $ mortgage

IT Desk,
Avery Martinez"
