label,subject,body
legitimate,Lecture room changed,The lecture room for your class has changed. Please check the updated location.
legitimate,University policy update,The university has updated the attendance policy. Please read it on the official website.
legitimate,Workshop registration confirmation,Your workshop registration is confirmed. The session will be held on campus.
legitimate,Library workshop reminder,This is a reminder for the library research skills workshop tomorrow.
legitimate,Official finance announcement,The finance department has published updated payment methods on the ADU website.
legitimate,Tuition fee invoice available,Your tuition fee invoice is available in the student portal for viewing.
legitimate,Course withdrawal deadline,The course withdrawal deadline is approaching. Please contact registration for support.
legitimate,Updated Tuition Fees - Academic Year 2025-2026,"Dear Student, tuition fees for academic year 2025-2026 are available on the ADU website. Please check the tuition fees page and use the official online payment gateway."
legitimate,Class schedule update,Your class schedule for Spring 2026 has been updated in the student portal. Please review your timetable before classes start.
legitimate,Internship visit schedule reminder,"Dear Internship Students, please update your company supervisor contact details and visit dates in the internship form."
legitimate,Library account notice,This is a reminder that your library book is due on Thursday. Please return or renew it through the university library portal.
legitimate,Campus maintenance notice,IT services will perform scheduled maintenance on Friday. Some university systems may be unavailable for a short time.
legitimate,Scholarship application result,Your scholarship application status is available in the student portal. Log in through the official university website.
legitimate,Exam hall announcement,Please check your exam hall and seat number in the student system before the exam date.
legitimate,Finance payment confirmation,Your tuition payment has been received by the finance office. Keep this email for your records.
legitimate,ADU event invitation,You are invited to attend the student success workshop on campus in January. Registration is available on the university website.
legitimate,Password changed successfully,"Your university password was changed successfully. If this was not you, contact IT support through the official service desk."
legitimate,Tuition payment deadline reminder,"Dear Student, this is a reminder that the tuition payment deadline is next week. Please use the official university portal."
legitimate,Course registration confirmation,Your course registration for Spring 2026 has been completed. Please check the student portal for details.
legitimate,Finance office receipt,The finance office confirms that your payment receipt is available in the student portal.
legitimate,Academic advising appointment,Your academic advising appointment has been scheduled for Thursday. Please attend on time or contact your advisor.
legitimate,Student ID card collection,Your student ID card is ready for collection from the registration office during working hours.
legitimate,Blackboard course access,Your Blackboard course access has been updated for Fall 2025.
legitimate,IT support ticket update,Your IT support ticket has been updated. Please check the service desk portal for the reply.
legitimate,University WiFi maintenance,The university WiFi network will be under maintenance on Wednesday from 10 PM to 11 PM.
legitimate,Graduation ceremony registration,Graduation ceremony registration is open. Please register through the official student portal.
legitimate,Transport schedule update,The campus bus schedule has been updated for Spring 2027.
legitimate,Research survey invitation,You are invited to complete a university research survey. Participation is optional.
legitimate,Dean's list announcement,The Dean's list for the previous semester has been published on the university website.
legitimate,Lab safety training,Students registered in lab courses must complete the lab safety training module before attending the lab.
legitimate,Student housing notice,Please review the housing office notice about room maintenance this weekend.
legitimate,Career fair reminder,The university career fair will take place next Wednesday in the main hall.
legitimate,Moodle maintenance completed,The Moodle maintenance has been completed and services are now available.
legitimate,Payment plan approved,Your tuition payment plan has been approved by the finance office.
legitimate,Official transcript request,Your official transcript request has been received and is being processed.
legitimate,Course evaluation reminder,Please complete the course evaluation form before the deadline.
legitimate,Student portal notification,A new notification is available in your student portal account.
legitimate,Internship document approved,Your internship document has been approved by the internship office.
legitimate,Financial aid document missing,The financial aid office needs one missing document. Upload it through the official portal.
legitimate,Exam timetable published,The final exam timetable has been published on the university website.
legitimate,Lecture room changed,The lecture room for your class has changed. Please check the updated location.
legitimate,University policy update,The university has updated the attendance policy. Please read it on the official website.
legitimate,Workshop registration confirmation,Your workshop registration is confirmed. The session will be held on campus.
legitimate,Library workshop reminder,This is a reminder for the library research skills workshop tomorrow.
legitimate,Official finance announcement,The finance department has published updated payment methods on the ADU website.
legitimate,Tuition fee invoice available,Your tuition fee invoice is available in the student portal for viewing.
legitimate,Course withdrawal deadline,The course withdrawal deadline is approaching. Please contact registration for support.
legitimate,Updated Tuition Fees - Academic Year 2025-2026,"Dear Student, tuition fees for academic year 2025-2026 are available on the ADU website. Please check the tuition fees page and use the official online payment gateway."
legitimate,Class schedule update,Your class schedule for Spring 2026 has been updated in the student portal. Please review your timetable before classes start.
legitimate,Internship visit schedule reminder,"Dear Internship Students, please update your company supervisor contact details and visit dates in the internship form."
legitimate,Library account notice,This is a reminder that your library book is due on Thursday. Please return or renew it through the university library portal.
legitimate,Campus maintenance notice,IT services will perform scheduled maintenance on Friday. Some university systems may be unavailable for a short time.
legitimate,Scholarship application result,Your scholarship application status is available in the student portal. Log in through the official university website.
legitimate,Exam hall announcement,Please check your exam hall and seat number in the student system before the exam date.
legitimate,Finance payment confirmation,Your tuition payment has been received by the finance office. Keep this email for your records.
legitimate,ADU event invitation,You are invited to attend the student success workshop on campus in January. Registration is available on the university website.
legitimate,Password changed successfully,"Your university password was changed successfully. If this was not you, contact IT support through the official service desk."
legitimate,Tuition payment deadline reminder,"Dear Student, this is a reminder that the tuition payment deadline is next week. Please use the official university portal."
legitimate,Course registration confirmation,Your course registration for Spring 2026 has been completed. Please check the student portal for details.
legitimate,Finance office receipt,The finance office confirms that your payment receipt is available in the student portal.
legitimate,Academic advising appointment,Your academic advising appointment has been scheduled for Thursday. Please attend on time or contact your advisor.
legitimate,Student ID card collection,Your student ID card is ready for collection from the registration office during working hours.
legitimate,Blackboard course access,Your Blackboard course access has been updated for Fall 2025.
legitimate,IT support ticket update,Your IT support ticket has been updated. Please check the service desk portal for the reply.
legitimate,University WiFi maintenance,The university WiFi network will be under maintenance on Wednesday from 10 PM to 11 PM.
legitimate,Graduation ceremony registration,Graduation ceremony registration is open. Please register through the official student portal.
legitimate,Transport schedule update,The campus bus schedule has been updated for Spring 2027.
legitimate,Research survey invitation,You are invited to complete a university research survey. Participation is optional.
legitimate,Dean's list announcement,The Dean's list for the previous semester has been published on the university website.
legitimate,Lab safety training,Students registered in lab courses must complete the lab safety training module before attending the lab.
legitimate,Student housing notice,Please review the housing office notice about room maintenance this weekend.
legitimate,Career fair reminder,The university career fair will take place next Wednesday in the main hall.
legitimate,Moodle maintenance completed,The Moodle maintenance has been completed and services are now available.
legitimate,Payment plan approved,Your tuition payment plan has been approved by the finance office.
legitimate,Official transcript request,Your official transcript request has been received and is being processed.
legitimate,Course evaluation reminder,Please complete the course evaluation form before the deadline.
legitimate,Student portal notification,A new notification is available in your student portal account.
legitimate,Internship document approved,Your internship document has been approved by the internship office.
legitimate,Financial aid document missing,The financial aid office needs one missing document. Upload it through the official portal.
legitimate,Exam timetable published,The final exam timetable has been published on the university website.
legitimate,Lecture room changed,The lecture room for your class has changed. Please check the updated location.
legitimate,University policy update,The university has updated the attendance policy. Please read it on the official website.
legitimate,Workshop registration confirmation,Your workshop registration is confirmed. The session will be held on campus.
legitimate,Library workshop reminder,This is a reminder for the library research skills workshop tomorrow.
legitimate,Official finance announcement,The finance department has published updated payment methods on the ADU website.
legitimate,Tuition fee invoice available,Your tuition fee invoice is available in the student portal for viewing.
legitimate,Course withdrawal deadline,The course withdrawal deadline is approaching. Please contact registration for support.
legitimate,Updated Tuition Fees - Academic Year 2025-2026,"Dear Student, tuition fees for academic year 2025-2026 are available on the ADU website. Please check the tuition fees page and use the official online payment gateway."
legitimate,Class schedule update,Your class schedule for Spring 2026 has been updated in the student portal. Please review your timetable before classes start.
legitimate,Internship visit schedule reminder,"Dear Internship Students, please update your company supervisor contact details and visit dates in the internship form."
legitimate,Library account notice,This is a reminder that your library book is due on Thursday. Please return or renew it through the university library portal.
legitimate,Campus maintenance notice,IT services will perform scheduled maintenance on Friday. Some university systems may be unavailable for a short time.
legitimate,Scholarship application result,Your scholarship application status is available in the student portal. Log in through the official university website.
legitimate,Exam hall announcement,Please check your exam hall and seat number in the student system before the exam date.
legitimate,Finance payment confirmation,Your tuition payment has been received by the finance office. Keep this email for your records.
legitimate,ADU event invitation,You are invited to attend the student success workshop on campus in January. Registration is available on the university website.
legitimate,Password changed successfully,"Your university password was changed successfully. If this was not you, contact IT support through the official service desk."
legitimate,Tuition payment deadline reminder,"Dear Student, this is a reminder that the tuition payment deadline is next week. Please use the official university portal."
legitimate,Course registration confirmation,Your course registration for Spring 2026 has been completed. Please check the student portal for details.
legitimate,Finance office receipt,The finance office confirms that your payment receipt is available in the student portal.
legitimate,Academic advising appointment,Your academic advising appointment has been scheduled for Thursday. Please attend on time or contact your advisor.
legitimate,Student ID card collection,Your student ID card is ready for collection from the registration office during working hours.
legitimate,Blackboard course access,Your Blackboard course access has been updated for Fall 2025.
legitimate,IT support ticket update,Your IT support ticket has been updated. Please check the service desk portal for the reply.
legitimate,University WiFi maintenance,The university WiFi network will be under maintenance on Wednesday from 10 PM to 11 PM.
legitimate,Graduation ceremony registration,Graduation ceremony registration is open. Please register through the official student portal.
legitimate,Transport schedule update,The campus bus schedule has been updated for Spring 2027.
legitimate,Research survey invitation,You are invited to complete a university research survey. Participation is optional.
legitimate,Dean's list announcement,The Dean's list for the previous semester has been published on the university website.
legitimate,Lab safety training,Students registered in lab courses must complete the lab safety training module before attending the lab.
legitimate,Student housing notice,Please review the housing office notice about room maintenance this weekend.
legitimate,Career fair reminder,The university career fair will take place next Wednesday in the main hall.
legitimate,Moodle maintenance completed,The Moodle maintenance has been completed and services are now available.
legitimate,Payment plan approved,Your tuition payment plan has been approved by the finance office.
legitimate,Official transcript request,Your official transcript request has been received and is being processed.
legitimate,Course evaluation reminder,Please complete the course evaluation form before the deadline.
legitimate,Student portal notification,A new notification is available in your student portal account.
legitimate,Internship document approved,Your internship document has been approved by the internship office.
legitimate,Financial aid document missing,The financial aid office needs one missing document. Upload it through the official portal.
legitimate,Exam timetable published,The final exam timetable has been published on the university website.
legitimate,Lecture room changed,The lecture room for your class has changed. Please check the updated location.
legitimate,University policy update,The university has updated the attendance policy. Please read it on the official website.
legitimate,Workshop registration confirmation,Your workshop registration is confirmed. The session will be held on campus.
legitimate,Library workshop reminder,This is a reminder for the library research skills workshop tomorrow.
legitimate,Official finance announcement,The finance department has published updated payment methods on the ADU website.
legitimate,Tuition fee invoice available,Your tuition fee invoice is available in the student portal for viewing.
legitimate,Course withdrawal deadline,The course withdrawal deadline is approaching. Please contact registration for support.
legitimate,Updated Tuition Fees - Academic Year 2025-2026,"Dear Student, tuition fees for academic year 2025-2026 are available on the ADU website. Please check the tuition fees page and use the official online payment gateway."
legitimate,Class schedule update,Your class schedule for Spring 2026 has been updated in the student portal. Please review your timetable before classes start.
legitimate,Internship visit schedule reminder,"Dear Internship Students, please update your company supervisor contact details and visit dates in the internship form."
legitimate,Library account notice,This is a reminder that your library book is due on Thursday. Please return or renew it through the university library portal.
legitimate,Campus maintenance notice,IT services will perform scheduled maintenance on Friday. Some university systems may be unavailable for a short time.
legitimate,Scholarship application result,Your scholarship application status is available in the student portal. Log in through the official university website.
legitimate,Exam hall announcement,Please check your exam hall and seat number in the student system before the exam date.
legitimate,Finance payment confirmation,Your tuition payment has been received by the finance office. Keep this email for your records.
legitimate,ADU event invitation,You are invited to attend the student success workshop on campus in January. Registration is available on the university website.
legitimate,Password changed successfully,"Your university password was changed successfully. If this was not you, contact IT support through the official service desk."
legitimate,Tuition payment deadline reminder,"Dear Student, this is a reminder that the tuition payment deadline is next week. Please use the official university portal."
legitimate,Course registration confirmation,Your course registration for Spring 2026 has been completed. Please check the student portal for details.
legitimate,Finance office receipt,The finance office confirms that your payment receipt is available in the student portal.
legitimate,Academic advising appointment,Your academic advising appointment has been scheduled for Thursday. Please attend on time or contact your advisor.
legitimate,Student ID card collection,Your student ID card is ready for collection from the registration office during working hours.
legitimate,Blackboard course access,Your Blackboard course access has been updated for Fall 2025.
legitimate,IT support ticket update,Your IT support ticket has been updated. Please check the service desk portal for the reply.
legitimate,University WiFi maintenance,The university WiFi network will be under maintenance on Wednesday from 10 PM to 11 PM.
legitimate,Graduation ceremony registration,Graduation ceremony registration is open. Please register through the official student portal.
legitimate,Transport schedule update,The campus bus schedule has been updated for Spring 2027.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
phishing,Fake library fine,Your library fine must be paid through this link today to avoid suspension.
phishing,Email upgrade required,Upgrade your mailbox now by entering your email address and password.
phishing,Fake HR document,Open the secure HR document and authenticate with your university password.
phishing,Refund card update,Update your card number and CVV to receive your university refund.
phishing,Urgent security survey,Complete this mandatory security survey and include your login credentials.
phishing,External payment portal,Use this external payment portal to avoid losing your student account.
phishing,Fake account migration,Your account is moving to a new server. Provide your current password to migrate.
phishing,Urgent password verification required,Your account will be suspended today. Click here to verify your password immediately.
phishing,Mailbox storage full,Your email storage is full and incoming messages will be blocked. Login immediately to keep your account active.
phishing,Final warning account locked,We detected unusual activity. Confirm your password now or your account will be locked.
phishing,Invoice payment overdue,Open the attached invoice and make payment today to avoid legal action.
phishing,Security alert verify account,Your account has been limited. Click the link below and verify your account details.
phishing,Prize claim request,"Congratulations, you have won a reward. Send your login details to claim it."
phishing,Microsoft password expires,Your password expires in 2 hours. Click here to confirm your password and keep access.
phishing,Document shared with you,Open the document and sign in with your email password to view the secure file.
phishing,Payroll update required,Your salary payment is on hold. Update your bank account details immediately.
phishing,University grant approval,You are approved for a grant. Pay the processing fee through this link today.
phishing,Confirm mailbox now,Failure to confirm your mailbox will result in permanent email deletion.
phishing,Account verification notice,Verify your account at the link below to prevent service interruption.
phishing,Student portal blocked,Your student portal access has been blocked. Enter your username and password to restore it.
phishing,Fake tuition refund,You are eligible for a tuition refund. Submit your card details to receive the payment.
phishing,Urgent dean message,The dean requests urgent confirmation of your login details before midnight.
phishing,OneDrive file blocked,A file was blocked for security reasons. Sign in with your password to release it.
phishing,Scholarship fee required,Pay the approval fee today to activate your scholarship award.
phishing,Email quarantine release,Several messages are held in quarantine. Login now to release them.
phishing,Fake IT support update,IT support needs your password to complete the account upgrade.
phishing,Payment failed warning,Your payment failed. Click this external link and enter your bank card information.
phishing,Urgent invoice attachment,Please open invoice.pdf.exe and process the payment immediately.
phishing,Verify Duo account,Your two factor account will expire. Verify your login at the attached link.
phishing,Office 365 reactivation,Reactivate your Office 365 account by entering your password on this page.
phishing,Unusual login detected,Unusual login detected from another country. Confirm your password to secure your account.
phishing,Final payment notice,Final notice. Pay through this link within one hour or your account will be closed.
phishing,Fake registration cancellation,Your course registration will be cancelled unless you verify your account now.
phishing,Shared exam document,A confidential exam document was shared with you. Sign in using your email password.
phishing,Bank account confirmation,Confirm your bank account details to continue receiving university payments.
phishing,Suspicious activity form,Complete this security form with your password and recovery phone number.
phishing,Urgent helpdesk ticket,Your helpdesk ticket requires password confirmation to stay open.
phishing,Fake Zoom recording,A Zoom recording is ready. Login at this external page to view it.
phishing,Account cleanup required,Inactive accounts will be removed today. Click here and login immediately.
phishing,Tuition discount claim,Claim a tuition discount by paying a small processing fee today.
